id,Virulence_function,Associated_pathotypes
Vir3727_ipaH9-8_1,Invasion plasmid antigen,NA
Vir3728_cma_1,Colicin M,NA
Vir3729_cnf1_4,Cytotoxic necrotizing factor,NA
Vir3730_K88ab_1,K88/F4 protein subunit,NA
Vir3731_sat_8,serine protease autotransporters of Enterobacteriaceae (SPATE),NA
Vir3732_cdtB_4,Cytolethal distending toxin B,NA
Vir3733_espA_8,Type III secretions system,NA
Vir3734_sat_9,serine protease autotransporters of Enterobacteriaceae (SPATE),NA
Vir3735_iroN_9,Enterobactin siderophore receptor protein,NA
Vir3736_iha_3,Adherence protein,NA
Vir3737_cif_3,Type III secreted effector,NA
Vir3738_gad_2,Glutamate decarboxylase,NA
Vir3739_gad_3,Glutamate decarboxylase,NA
Vir3740_stx2A_7,Shiga toxin 2 subunit A,NA
Vir3741_cba_1,Colicin B,NA
Vir3742_gad_4,Glutamate decarboxylase,NA
Vir3743_gad_5,Glutamate decarboxylase,NA
Vir3744_iroN_10,Enterobactin siderophore receptor protein,NA
Vir3745_ipaH9-8_2,Invasion plasmid antigen,NA
Vir3746_cma_2,Colicin M,NA
Vir3747_gad_6,Glutamate decarboxylase,NA
Vir3748_cma_3,Colicin M,NA
Vir3749_K88ab_2,K88/F4 protein subunit,NA
Vir3750_iroN_11,Enterobactin siderophore receptor protein,NA
Vir3751_stx2A_8,Shiga toxin 2 subunit A,NA
Vir3752_cma_4,Colicin M,NA
Vir3753_gad_7,Glutamate decarboxylase,NA
Vir3754_stx2A_9,Shiga toxin 2 subunit A,NA
Vir3755_espA_9,Type III secretions system,NA
Vir3756_cif_4,Type III secreted effector,NA
Vir3757_nleB_1,Non-LEE encoded effector B,NA
Vir3758_stx2A_10,Shiga toxin 2 subunit A,NA
Vir3759_stx1B_2,Shiga toxin 1 subunit B,NA
Vir3760_ccI_1,Cloacin,NA
Vir3761_ipaD_2,Invasion protein Shigella flexneri,NA
Vir3762_stx2A_11,Shiga toxin 2 subunit A,NA
Vir3763_ireA_4,Siderophore receptor,NA
Vir3764_astA_1,Heat-stable enterotoxin 1,NA
Vir3765_gad_8,Glutamate decarboxylase,NA
Vir3766_stx2A_12,Shiga toxin 2 subunit A,NA
Vir3767_stx2A_13,Shiga toxin 2 subunit A,NA
Vir3768_cdtB_5,Cytolethal distending toxin B,NA
Vir3769_ipaH9-8_3,Invasion plasmid antigen,NA
Vir3770_gad_9,Glutamate decarboxylase,NA
Vir3771_eae_9,Intimin,NA
Vir3772_cdtB_6,Cytolethal distending toxin B,NA
Vir3773_cba_2,Colicin B,NA
Vir3774_espB_10,Secreted protein B,NA
Vir3775_iha_4,Adherence protein,NA
Vir3776_cma_5,Colicin M,NA
Vir3777_sepA_2,serine protease autotransporters of Enterobacteriaceae (SPATE),NA
Vir3778_cma_6,Colicin M,NA
Vir3779_stx2A_14,Shiga toxin 2 subunit A,NA
Vir3780_sat_10,serine protease autotransporters of Enterobacteriaceae (SPATE),NA
Vir3781_fim41a_3,Mature Fim41a/F41 protein,NA
Vir3782_K88ab_3,K88/F4 protein subunit,NA
Vir3783_stx2A_15,Shiga toxin 2 subunit A,NA
Vir3784_gad_10,Glutamate decarboxylase,NA
Vir3785_stx1B_3,Shiga toxin 1 subunit B,NA
Vir3786_gad_11,Glutamate decarboxylase,NA
Vir3787_gad_12,Glutamate decarboxylase,NA
Vir3788_cma_7,Colicin M,NA
Vir3789_gad_13,Glutamate decarboxylase,NA
Vir3790_cba_3,Colicin B,NA
Vir3791_nleA_8,Non-LEE encoded effector A,NA
Vir3792_cba_4,Colicin B,NA
Vir3793_gad_14,Glutamate decarboxylase,NA
Vir3794_iroN_12,Enterobactin siderophore receptor protein,NA
Vir3795_celb_1,Endonuclease colicin E2,NA
Vir3796_cif_5,Type III secreted effector,NA
Vir3797_gad_15,Glutamate decarboxylase,NA
Vir3798_cba_5,Colicin B,NA
Vir3799_stx1B_4,Shiga toxin 1 subunit B,NA
Vir3800_iha_5,Adherence protein,NA
Vir3801_stx2A_16,Shiga toxin 2 subunit A,NA
Vir3802_cma_8,Colicin M,NA
Vir3803_iha_6,Adherence protein,NA
Vir3804_eae_10,Intimin,NA
Vir3805_astA_2,Heat-stable enterotoxin 1,NA
Vir3806_gad_16,Glutamate decarboxylase,NA
Vir3807_gad_17,Glutamate decarboxylase,NA
Vir3808_gad_18,Glutamate decarboxylase,NA
Vir3809_espB_11,Secreted protein B,NA
Vir3810_gad_19,Glutamate decarboxylase,NA
Vir3811_efa1_1,EHEC factor for adherence,NA
Vir3812_espA_10,Type III secretions system,NA
Vir3813_stx2A_17,Shiga toxin 2 subunit A,NA
Vir3814_cba_6,Colicin B,NA
Vir3815_stx2A_18,Shiga toxin 2 subunit A,NA
Vir3816_K88ab_4,K88/F4 protein subunit,NA
Vir3817_nleB_2,Non-LEE encoded effector B,NA
Vir3818_iroN_13,Enterobactin siderophore receptor protein,NA
Vir3819_gad_20,Glutamate decarboxylase,NA
Vir3820_espA_11,Type III secretions system,NA
Vir3821_stx1A_5,Shiga toxin 1 subunit A,NA
Vir3822_stx1B_5,Shiga toxin 1 subunit B,NA
Vir3823_ipaD_3,Invasion protein Shigella flexneri,NA
Vir3824_gad_21,Glutamate decarboxylase,NA
Vir3825_stx2A_19,Shiga toxin 2 subunit A,NA
Vir3826_gad_22,Glutamate decarboxylase,NA
Vir3827_cma_9,Colicin M,NA
Vir3828_nleB_3,Non-LEE encoded effector B,NA
Vir3829_gad_23,Glutamate decarboxylase,NA
Vir3830_espA_12,Type III secretions system,NA
Vir3831_espA_13,Type III secretions system,NA
Vir3832_gad_24,Glutamate decarboxylase,NA
Vir3833_stx2A_20,Shiga toxin 2 subunit A,NA
Vir3834_stx2A_21,Shiga toxin 2 subunit A,NA
Vir3835_cma_10,Colicin M,NA
Vir3836_celb_2,Endonuclease colicin E2,NA
Vir3837_iha_7,Adherence protein,NA
Vir3838_gad_25,Glutamate decarboxylase,NA
Vir3839_fim41a_4,Mature Fim41a/F41 protein,NA
Vir3840_eae_11,Intimin,NA
Vir3841_espA_14,Type III secretions system,NA
Vir3842_espA_15,Type III secretions system,NA
Vir3843_gad_26,Glutamate decarboxylase,NA
Vir3844_stx2A_22,Shiga toxin 2 subunit A,NA
Vir3845_stx1B_6,Shiga toxin 1 subunit B,NA
Vir3846_ipaH9-8_4,Invasion plasmid antigen,NA
Vir3847_nleA_9,Non-LEE encoded effector A,NA
Vir3848_ipaD_4,Invasion protein Shigella flexneri,NA
Vir3849_gad_27,Glutamate decarboxylase,NA
Vir3850_eae_12,Intimin,NA
Vir3851_gad_28,Glutamate decarboxylase,NA
Vir3852_K88ab_5,K88/F4 protein subunit,NA
Vir3853_eae_13,Intimin,NA
Vir3854_gad_29,Glutamate decarboxylase,NA
Vir3855_eae_14,Intimin,NA
Vir3856_gad_30,Glutamate decarboxylase,NA
Vir3857_gad_31,Glutamate decarboxylase,NA
Vir3858_bfpA_1,Major subunit of bundle-forming pili,NA
Vir3859_gad_32,Glutamate decarboxylase,NA
Vir3860_stx1B_7,Shiga toxin 1 subunit B,NA
Vir3861_espC_3,serine protease autotransporters of Enterobacteriaceae (SPATE),NA
Vir3862_eae_15,Intimin,NA
Vir3863_stx2A_23,Shiga toxin 2 subunit A,NA
Vir3864_gad_33,Glutamate decarboxylase,NA
Vir3865_gad_34,Glutamate decarboxylase,NA
Vir3866_stx2A_24,Shiga toxin 2 subunit A,NA
Vir3867_gad_35,Glutamate decarboxylase,NA
Vir3868_efa1_2,EHEC factor for adherence,NA
Vir3869_cba_7,Colicin B,NA
Vir3870_stx1A_6,Shiga toxin 1 subunit A,NA
Vir3871_espA_16,Type III secretions system,NA
Vir3872_stx2A_25,Shiga toxin 2 subunit A,NA
Vir3873_eae_16,Intimin,NA
Vir3874_gad_36,Glutamate decarboxylase,NA
Vir3875_gad_37,Glutamate decarboxylase,NA
Vir3876_espC_4,serine protease autotransporters of Enterobacteriaceae (SPATE),NA
Vir3877_eae_17,Intimin,NA
Vir3878_nleA_10,Non-LEE encoded effector A,NA
Vir3879_espP_3,Putative exoprotein precursor,NA
Vir3880_nleC_5,Non-LEE encoded effector C,NA
Vir3881_ipaD_5,Invasion protein Shigella flexneri,NA
Vir3882_eae_18,Intimin,NA
Vir3883_stx2A_26,Shiga toxin 2 subunit A,NA
Vir3884_gad_38,Glutamate decarboxylase,NA
Vir3885_eae_19,Intimin,NA
Vir3886_gad_39,Glutamate decarboxylase,NA
Vir3887_astA_3,Heat-stable enterotoxin 1,NA
Vir3888_epeA_1,serine protease autotransporters of Enterobacteriaceae (SPATE),NA
Vir3889_stx2A_27,Shiga toxin 2 subunit A,NA
Vir3890_espI_2,serine protease autotransporters of Enterobacteriaceae (SPATE),NA
Vir3891_stx2A_28,Shiga toxin 2 subunit A,NA
Vir3892_ccI_2,Cloacin,NA
Vir3893_stx1A_7,Shiga toxin 1 subunit A,NA
Vir3894_stx1A_8,Shiga toxin 1 subunit A,NA
Vir3895_sigA_1,serine protease autotransporters of Enterobacteriaceae (SPATE),NA
Vir3896_stx1A_9,Shiga toxin 1 subunit A,NA
Vir3897_eae_20,Intimin,NA
Vir3898_ipaH9-8_5,Invasion plasmid antigen,NA
Vir3899_eae_21,Intimin,NA
Vir3900_stx2A_29,Shiga toxin 2 subunit A,NA
Vir3901_iha_8,Adherence protein,NA
Vir3902_nleA_11,Non-LEE encoded effector A,NA
Vir3903_stx2A_30,Shiga toxin 2 subunit A,NA
Vir3904_stx1A_10,Shiga toxin 1 subunit A,NA
Vir3905_eae_22,Intimin,NA
Vir3906_efa1_3,EHEC factor for adherence,NA
Vir3907_cdtB_7,Cytolethal distending toxin B,NA
Vir3908_stx2A_31,Shiga toxin 2 subunit A,NA
Vir3909_eae_23,Intimin,NA
Vir3910_stx2A_32,Shiga toxin 2 subunit A,NA
Vir3911_gad_40,Glutamate decarboxylase,NA
Vir3912_iha_9,Adherence protein,NA
Vir3913_gad_41,Glutamate decarboxylase,NA
Vir3914_stx2A_33,Shiga toxin 2 subunit A,NA
Vir3915_eae_24,Intimin,NA
Vir3916_cba_8,Colicin B,NA
Vir3917_cma_11,Colicin M,NA
Vir3918_stx2A_34,Shiga toxin 2 subunit A,NA
Vir3919_cma_12,Colicin M,NA
Vir3920_stx2A_35,Shiga toxin 2 subunit A,NA
Vir3921_eae_25,Intimin,NA
Vir3922_espB_12,Secreted protein B,NA
Vir3923_stx1A_11,Shiga toxin 1 subunit A,NA
Vir3924_stx2A_36,Shiga toxin 2 subunit A,NA
Vir3925_stx2A_37,Shiga toxin 2 subunit A,NA
Vir3926_stx2A_38,Shiga toxin 2 subunit A,NA
Vir3927_bfpA_2,Major subunit of bundle-forming pili,NA
Vir3928_eae_26,Intimin,NA
Vir3929_sepA_3,serine protease autotransporters of Enterobacteriaceae (SPATE),NA
Vir3930_stx2A_39,Shiga toxin 2 subunit A,NA
Vir3931_eae_27,Intimin,NA
Vir3932_stx2A_40,Shiga toxin 2 subunit A,NA
Vir3933_cba_9,Colicin B,NA
Vir3934_stx2A_41,Shiga toxin 2 subunit A,NA
Vir3935_ipaH9-8_6,Invasion plasmid antigen,NA
Vir3936_stx2A_42,Shiga toxin 2 subunit A,NA
Vir3937_celb_3,Endonuclease colicin E2,NA
Vir3938_nleA_12,Non-LEE encoded effector A,NA
Vir3939_iha_10,Adherence protein,NA
Vir3940_iha_11,Adherence protein,NA
Vir3941_eae_28,Intimin,NA
Vir3942_stx2A_43,Shiga toxin 2 subunit A,NA
Vir3943_espF_11,Type III secretion system,NA
Vir3944_stx1B_8,Shiga toxin 1 subunit B,NA
Vir3945_iha_12,Adherence protein,NA
Vir3946_iha_13,Adherence protein,NA
Vir3947_nleB_4,Non-LEE encoded effector B,NA
Vir3948_stx1A_12,Shiga toxin 1 subunit A,NA
Vir3949_iroN_14,Enterobactin siderophore receptor protein,NA
Vir3950_cma_13,Colicin M,NA
Vir3951_gad_42,Glutamate decarboxylase,NA
Vir3952_eae_29,Intimin,NA
Vir3953_stx2A_44,Shiga toxin 2 subunit A,NA
Vir3954_cba_10,Colicin B,NA
Vir3955_espP_4,Putative exoprotein precursor,NA
Vir3956_stx2A_45,Shiga toxin 2 subunit A,NA
Vir3957_stx2A_46,Shiga toxin 2 subunit A,NA
Vir3958_cnf1_5,Cytotoxic necrotizing factor,NA
Vir3959_espA_17,Type III secretions system,NA
Vir3960_cba_11,Colicin B,NA
Vir3961_cdtB_8,Cytolethal distending toxin B,NA
Vir3962_gad_43,Glutamate decarboxylase,NA
Vir3963_iha_14,Adherence protein,NA
Vir3964_espB_13,Secreted protein B,NA
Vir3965_gad_44,Glutamate decarboxylase,NA
Vir3966_stx2A_47,Shiga toxin 2 subunit A,NA
Vir3967_stx2A_48,Shiga toxin 2 subunit A,NA
Vir3968_stx2A_49,Shiga toxin 2 subunit A,NA
Vir3969_cma_14,Colicin M,NA
Vir3970_cdtB_9,Cytolethal distending toxin B,NA
Vir3971_stx2A_50,Shiga toxin 2 subunit A,NA
Vir3972_stx2A_51,Shiga toxin 2 subunit A,NA
Vir3973_efa1_4,EHEC factor for adherence,NA
Vir3974_stx2A_52,Shiga toxin 2 subunit A,NA
Vir3975_etpD_1,Type II secretion protein,NA
Vir3976_celb_4,Endonuclease colicin E2,NA
Vir3977_espA_18,Type III secretions system,NA
Vir3978_astA_4,Heat-stable enterotoxin 1,NA
Vir3979_espB_14,Secreted protein B,NA
Vir3980_celb_5,Endonuclease colicin E2,NA
Vir3981_gad_45,Glutamate decarboxylase,NA
Vir3982_gad_46,Glutamate decarboxylase,NA
Vir3983_stx2A_53,Shiga toxin 2 subunit A,NA
Vir3984_stx2A_54,Shiga toxin 2 subunit A,NA
Vir3985_espB_15,Secreted protein B,NA
Vir3986_stx2A_55,Shiga toxin 2 subunit A,NA
Vir3987_stx2A_56,Shiga toxin 2 subunit A,NA
Vir3988_ccI_3,Cloacin,NA
Vir3989_espA_19,Type III secretions system,NA
Vir3990_eae_30,Intimin,NA
Vir3991_ipaD_6,Invasion protein Shigella flexneri,NA
Vir3992_celb_6,Endonuclease colicin E2,NA
Vir3993_espF_12,Type III secretion system,NA
Vir3994_senB_2,Plasmid-encoded enterotoxin,NA
Vir3995_ipaH9-8_7,Invasion plasmid antigen,NA
Vir3996_gad_47,Glutamate decarboxylase,NA
Vir3997_eae_31,Intimin,NA
Vir3998_eae_32,Intimin,NA
Vir3999_eae_33,Intimin,NA
Vir4000_eae_34,Intimin,NA
Vir4001_nleA_13,Non-LEE encoded effector A,NA
Vir4002_stx2A_57,Shiga toxin 2 subunit A,NA
Vir4003_stx2A_58,Shiga toxin 2 subunit A,NA
Vir4004_nleB_5,Non-LEE encoded effector B,NA
Vir4005_cba_12,Colicin B,NA
Vir4006_ccI_4,Cloacin,NA
Vir4007_eae_35,Intimin,NA
Vir4008_gad_48,Glutamate decarboxylase,NA
Vir4009_gad_49,Glutamate decarboxylase,NA
Vir4010_nleC_6,Non-LEE encoded effector C,NA
Vir4011_stx1A_13,Shiga toxin 1 subunit A,NA
Vir4012_celb_7,Endonuclease colicin E2,NA
Vir4013_gad_50,Glutamate decarboxylase,NA
Vir4014_ipaH9-8_8,Invasion plasmid antigen,NA
Vir4015_stx2A_59,Shiga toxin 2 subunit A,NA
Vir4016_eatA_1,serine protease autotransporters of Enterobacteriaceae (SPATE),NA
Vir4017_gad_51,Glutamate decarboxylase,NA
Vir4018_etpD_2,Type II secretion protein,NA
Vir4019_efa1_5,EHEC factor for adherence,NA
Vir4020_nleB_6,Non-LEE encoded effector B,NA
Vir4021_eae_36,Intimin,NA
Vir4022_iroN_15,Enterobactin siderophore receptor protein,NA
Vir4023_cma_15,Colicin M,NA
Vir4024_celb_8,Endonuclease colicin E2,NA
Vir4025_cnf1_6,Cytotoxic necrotizing factor,NA
Vir4026_iha_15,Adherence protein,NA
Vir4027_stx2A_60,Shiga toxin 2 subunit A,NA
Vir4028_cdtB_10,Cytolethal distending toxin B,NA
Vir4029_gad_52,Glutamate decarboxylase,NA
Vir4030_stx2A_61,Shiga toxin 2 subunit A,NA
Vir4031_cma_16,Colicin M,NA
Vir4032_iha_16,Adherence protein,NA
Vir4033_celb_9,Endonuclease colicin E2,NA
Vir4034_nleA_14,Non-LEE encoded effector A,NA
Vir4035_stx1B_9,Shiga toxin 1 subunit B,NA
Vir4036_gad_53,Glutamate decarboxylase,NA
Vir4037_gad_54,Glutamate decarboxylase,NA
Vir4038_eae_37,Intimin,NA
Vir4039_eae_38,Intimin,NA
Vir4040_sepA_4,serine protease autotransporters of Enterobacteriaceae (SPATE),NA
Vir4041_stx1B_10,Shiga toxin 1 subunit B,NA
Vir4042_stx1A_14,Shiga toxin 1 subunit A,NA
Vir4043_espA_20,Type III secretions system,NA
Vir4044_stx2A_62,Shiga toxin 2 subunit A,NA
Vir4045_stx2A_63,Shiga toxin 2 subunit A,NA
Vir4046_K88ab_6,K88/F4 protein subunit,NA
Vir4047_stx2A_64,Shiga toxin 2 subunit A,NA
Vir4048_gad_55,Glutamate decarboxylase,NA
Vir4049_stx1A_15,Shiga toxin 1 subunit A,NA
Vir4050_stx2A_65,Shiga toxin 2 subunit A,NA
Vir4051_stx2A_66,Shiga toxin 2 subunit A,NA
Vir4052_stx2A_67,Shiga toxin 2 subunit A,NA
Vir4053_eae_39,Intimin,NA
Vir4054_astA_5,Heat-stable enterotoxin 1,NA
Vir4055_espA_21,Type III secretions system,NA
Vir4056_gad_56,Glutamate decarboxylase,NA
Vir4057_stx2A_68,Shiga toxin 2 subunit A,NA
Vir4058_stx2A_69,Shiga toxin 2 subunit A,NA
Vir4059_cba_13,Colicin B,NA
Vir4060_stx1B_11,Shiga toxin 1 subunit B,NA
Vir4061_stx2A_70,Shiga toxin 2 subunit A,NA
Vir4062_stx2A_71,Shiga toxin 2 subunit A,NA
Vir4063_espA_22,Type III secretions system,NA
Vir4064_gad_57,Glutamate decarboxylase,NA
Vir4065_stx2A_72,Shiga toxin 2 subunit A,NA
Vir4066_hlyE_16,Avian E.coli haemolysin,NA
Vir4067_espB_16,Secreted protein B,NA
Vir4068_iha_17,Adherence protein,NA
Vir4069_nleA_15,Non-LEE encoded effector A,NA
Vir4070_cma_17,Colicin M,NA
Vir4071_celb_10,Endonuclease colicin E2,NA
Vir4072_gad_58,Glutamate decarboxylase,NA
Vir4073_espF_13,Type III secretion system,NA
Vir4074_espF_14,Type III secretion system,NA
Vir4075_gad_59,Glutamate decarboxylase,NA
Vir4076_bfpA_3,Major subunit of bundle-forming pili,NA
Vir4077_stx1A_16,Shiga toxin 1 subunit A,NA
Vir4078_espB_17,Secreted protein B,NA
Vir4079_nleB_7,Non-LEE encoded effector B,NA
Vir4080_cba_14,Colicin B,NA
Vir4081_efa1_6,EHEC factor for adherence,NA
Vir4082_stx1B_12,Shiga toxin 1 subunit B,NA
Vir4083_cdtB_11,Cytolethal distending toxin B,NA
Vir4084_eae_40,Intimin,NA
Vir4085_cnf1_7,Cytotoxic necrotizing factor,NA
Vir4086_espA_23,Type III secretions system,NA
Vir4087_sepA_5,serine protease autotransporters of Enterobacteriaceae (SPATE),NA
Vir4088_cma_18,Colicin M,NA
Vir4089_ipaD_7,Invasion protein Shigella flexneri,NA
Vir4090_gad_60,Glutamate decarboxylase,NA
Vir4091_eae_41,Intimin,NA
Vir4092_K88ab_7,K88/F4 protein subunit,NA
Vir4093_espF_15,Type III secretion system,NA
Vir4094_etpD_3,Type II secretion protein,NA
Vir4095_rpeA_1,serine protease autotransporters of Enterobacteriaceae (SPATE),NA
Vir4096_bfpA_4,Major subunit of bundle-forming pili,NA
Vir4097_gad_61,Glutamate decarboxylase,NA
Vir4098_bfpA_5,Major subunit of bundle-forming pili,NA
Vir4099_eae_42,Intimin,NA
Vir4100_K88ab_8,K88/F4 protein subunit,NA
Vir4101_iha_18,Adherence protein,NA
Vir4102_ipaD_8,Invasion protein Shigella flexneri,NA
Vir4103_nleA_16,Non-LEE encoded effector A,NA
Vir4104_gad_62,Glutamate decarboxylase,NA
Vir4105_cdtB_12,Cytolethal distending toxin B,NA
Vir4106_cdtB_13,Cytolethal distending toxin B,NA
Vir4107_eae_43,Intimin,NA
Vir4108_gad_63,Glutamate decarboxylase,NA
Vir4109_gad_64,Glutamate decarboxylase,NA
Vir4110_K88ab_9,K88/F4 protein subunit,NA
Vir4111_gad_65,Glutamate decarboxylase,NA
Vir4112_cdtB_14,Cytolethal distending toxin B,NA
Vir4113_cba_15,Colicin B,NA
Vir4114_stx2A_73,Shiga toxin 2 subunit A,NA
Vir4115_espF_16,Type III secretion system,NA
Vir4116_stx1A_17,Shiga toxin 1 subunit A,NA
Vir4117_nleC_7,Non-LEE encoded effector C,NA
Vir4118_cma_19,Colicin M,NA
Vir4119_stx2A_74,Shiga toxin 2 subunit A,NA
Vir4120_cdtB_15,Cytolethal distending toxin B,NA
Vir4121_stx2A_75,Shiga toxin 2 subunit A,NA
Vir4122_senB_3,Plasmid-encoded enterotoxin,NA
Vir4123_senB_4,Plasmid-encoded enterotoxin,NA
Vir4124_iha_19,Adherence protein,NA
Vir4125_gad_66,Glutamate decarboxylase,NA
Vir4126_stx2A_76,Shiga toxin 2 subunit A,NA
Vir4127_pic_7,serine protease autotransporters of Enterobacteriaceae (SPATE),NA
Vir4128_espA_24,Type III secretions system,NA
Vir4129_stx2A_77,Shiga toxin 2 subunit A,NA
Vir4130_gad_67,Glutamate decarboxylase,NA
Vir4131_nleA_17,Non-LEE encoded effector A,NA
Vir4132_espP_5,Putative exoprotein precursor,NA
Vir4133_gad_68,Glutamate decarboxylase,NA
Vir4134_stx2A_78,Shiga toxin 2 subunit A,NA
Vir4135_eae_44,Intimin,NA
Vir4136_iroN_16,Enterobactin siderophore receptor protein,NA
Vir4137_eae_45,Intimin,NA
Vir4138_stx2A_79,Shiga toxin 2 subunit A,NA
Vir4139_eae_46,Intimin,NA
Vir4140_nleA_18,Non-LEE encoded effector A,NA
Vir4141_sepA_6,serine protease autotransporters of Enterobacteriaceae (SPATE),NA
Vir4142_cdtB_16,Cytolethal distending toxin B,NA
Vir4143_eae_47,Intimin,NA
Vir4144_gad_69,Glutamate decarboxylase,NA
Vir4145_stx1A_18,Shiga toxin 1 subunit A,NA
Vir4146_stx2A_80,Shiga toxin 2 subunit A,NA
Vir4147_ehxA_1,Enterohaemolysin,NA
Vir4148_astA_6,Heat-stable enterotoxin 1,NA
Vir4149_eae_48,Intimin,NA
Vir4150_ipaD_9,Invasion protein Shigella flexneri,NA
Vir4151_gad_70,Glutamate decarboxylase,NA
Vir4152_K88ab_10,K88/F4 protein subunit,NA
