type,gene,db_xref,start,end,Length,strand,product
CDS,sseE,GI:378699289,1443909,1444325,418,1,putative pathogenicity island protein
CDS,sscB,GI:378699290,1444377,1444811,436,1,Type III secretion system chaperone protein
CDS,sseF,GI:378699291,1444827,1445609,784,1,putative pathogenicity island effector protein
CDS,sseG,GI:378699292,1445606,1446295,691,1,putative pathogenicity island effector protein
CDS,ssaG,GI:378699293,1446389,1446604,217,1,putative pathogenicity island protein
CDS,ssaH,GI:378699294,1446645,1446872,229,1,Type three secretion system apparatus
CDS,ssaI,GI:378699295,1446884,1447132,250,1,putative pathogenicity island protein
CDS,ssaJ,GI:378699296,1447129,1447878,751,1,putative pathogenicity island lipoprotein
CDS,none,GI:378699297,1447896,1448444,550,1,putative pathogenicity island protein
CDS,none,GI:378699298,1448441,1449115,676,1,putative pathogenicity island protein
CDS,ssaL,GI:378699299,1449081,1450097,1018,1,putative secretion system protein
CDS,ssaM,GI:378699300,1450155,1450523,370,1,putative pathogenicity island protein
CDS,ssaV,GI:378699301,1450508,1452553,2047,1,putative type III secretion protein
CDS,ssaN,GI:378699302,1452543,1453844,1303,1,type III secretion ATP synthase
CDS,ssaO,GI:378699303,1453847,1454224,379,1,putative type III secretion protein
CDS,ssaP,GI:378699304,1454205,1454579,376,1,putative type III secretion protein
CDS,ssaQ,GI:378699305,1454560,1455528,970,1,putative type III secretion protein
CDS,yscR,GI:378699306,1455596,1456243,649,1,putative type III secretion protein
CDS,ssaS,GI:378699307,1456240,1456506,268,1,putative type III secretion protein
CDS,ssaT,GI:378699308,1456507,1457286,781,1,putative type III secretion protein
CDS,ssaU,GI:378699309,1457283,1458341,1060,1,putative type III secretion protein
tRNA,none,none,1458502,1458575,75,-1,tRNA-Val
tRNA,none,none,1458589,1458662,75,-1,tRNA-Val
CDS,norM,GI:378699310,1458814,1460187,1375,-1,multidrug resistance protein norM
CDS,ribE,GI:378699311,1460404,1461045,643,1,riboflavin synthase subunit alpha
CDS,cfa,GI:378699312,1461087,1462235,1150,-1,cyclopropane-fatty-acyl-phospholipid synthase
CDS,ydhC,GI:378699313,1462525,1463730,1207,-1,putative integral membrane transport protein
CDS,ydhB,GI:378699314,1463843,1464775,934,1,putative transcriptional regulator
CDS,purR,GI:378699315,1464772,1465797,1027,-1,purine nucleotide synthesis repressor
CDS,sodB,GI:378699316,1466265,1466846,583,-1,superoxide dismutase
CDS,none,GI:378699317,1466973,1467827,856,-1,hypothetical protein
CDS,none,GI:378699318,1468129,1468476,349,1,hypothetical protein
CDS,rnt,GI:378699319,1468554,1469201,649,-1,ribonuclease T
CDS,gloA,GI:378699320,1469302,1469709,409,-1,lactoylglutathione lyase
CDS,nemA,GI:378699321,1469778,1470875,1099,-1,N-ethylmaleimide reductase
CDS,none,GI:378699322,1470934,1471533,601,-1,putative TetR family transcriptional regulator
CDS,none,GI:378699323,1471636,1471875,241,1,hypothetical protein
CDS,none,GI:378699324,1471926,1472822,898,1,putative oxidoreductase
CDS,sodC,GI:378699325,1472902,1473423,523,1,copper-zinc superoxide dismutase
CDS,none,GI:378699326,1473399,1475438,2041,-1,hypothetical protein
CDS,none,GI:378699327,1475438,1476334,898,-1,putative HlyD family protein
CDS,none,GI:378699328,1476301,1476537,238,-1,hypothetical protein
CDS,slyA,GI:378699329,1476732,1477172,442,1,transcriptional regulator slyA
CDS,slyB,GI:378699330,1477220,1477687,469,-1,outer membrane lipoprotein SlyB
CDS,none,GI:378699331,1477959,1479080,1123,1,hypothetical protein
CDS,none,GI:378699332,1479168,1479497,331,1,lipoprotein
CDS,pdxH,GI:378699333,1479556,1480212,658,1,pyridoxamine 5'-phosphate oxidase
CDS,tyrS,GI:378699334,1480339,1481613,1276,1,tyrosyl-tRNA synthetase
CDS,pdxY,GI:378699335,1481673,1482533,862,1,pyridoxamine kinase
CDS,gst,GI:378699336,1482592,1483197,607,-1,glutathione S-transferase
CDS,none,GI:378699337,1483302,1484807,1507,-1,putative proton/oligopeptide symporter
CDS,nth,GI:378699338,1485409,1486044,637,-1,endonuclease III
CDS,rnfE,GI:378699339,1486044,1486736,694,-1,Electron transport complex protein rnfE
CDS,rnfG,GI:378699340,1486739,1487359,622,-1,Electron transport complex protein rnfG
CDS,rnfD,GI:378699341,1487363,1488421,1060,-1,Electron transport complex protein rnfD
CDS,rnfC,GI:378699342,1488422,1490629,2209,-1,electron transport complex protein RnfC
CDS,rnfB,GI:378699343,1490622,1491200,580,-1,Electron transport complex protein rnfB
CDS,rnfA,GI:378699344,1491200,1491781,583,-1,Electron transport complex protein rnfA
CDS,none,GI:378699345,1491858,1492298,442,-1,hypothetical protein
CDS,none,GI:378699346,1492387,1492617,232,-1,hypothetical protein
CDS,none,GI:378699347,1493233,1494273,1042,1,putative oxidoreductase
CDS,add,GI:378699348,1494348,1495349,1003,-1,Adenosine deaminase
CDS,none,GI:378699349,1496053,1497561,1510,-1,hypothetical protein
CDS,manA,GI:378699350,1497664,1498839,1177,-1,mannose-6-phosphate isomerase
CDS,fumA,GI:378699351,1499039,1500685,1648,1,"Fumarate hydratase class I, aerobic"
CDS,fumC,GI:378699352,1500853,1502256,1405,1,class II fumarate hydratase
CDS,tus,GI:378699353,1502253,1503182,931,-1,DNA replication terminus site-binding protein
CDS,rstB,GI:378699354,1503258,1504559,1303,-1,two component sensor kinase
CDS,none,GI:378699355,1504670,1506376,1708,-1,hypothetical protein
CDS,none,GI:378699356,1506529,1507662,1135,-1,outer membrane protein
CDS,rstA,GI:378699357,1508142,1508873,733,-1,putative two-component response regulator
CDS,none,GI:378699358,1509000,1509335,337,1,hypothetical protein
CDS,none,GI:378699359,1509397,1510779,1384,-1,putative amino acid permease
CDS,none,GI:378699360,1511078,1512022,946,-1,hypothetical protein
CDS,pntA,GI:378699361,1512549,1514078,1531,1,pyridine nucleotide transhydrogenase subunit-alpha
CDS,pntB,GI:378699362,1514089,1515477,1390,1,pyridine nucleotide transhydrogenase subunit-beta
CDS,none,GI:378699363,1515652,1516686,1036,-1,hypothetical protein
CDS,none,GI:378699364,1517104,1517466,364,1,hypothetical protein
CDS,none,GI:378699365,1517453,1517782,331,1,hypothetical protein
CDS,none,GI:378699366,1517822,1518643,823,-1,hypothetical protein
CDS,asr,GI:378699367,1518912,1519196,286,-1,putative secreted stress response protein
CDS,none,GI:378699368,1519555,1520808,1255,-1,putative membrane transport protein
CDS,none,GI:378699369,1520928,1521827,901,1,putative regulatory protein
CDS,none,GI:378699370,1521955,1523175,1222,1,putative regulatory protein
CDS,bioD,GI:378699371,1523301,1523996,697,1,dethiobiotin synthetase
CDS,clcB,GI:378699372,1523952,1525241,1291,-1,Voltage-gated ClC-type chloride channel clcB. Putative chloride channel protein clcB-like
CDS,none,GI:378699373,1525377,1526525,1150,-1,putative ABC transporter ATP/GTP-binding protein
CDS,none,GI:378699374,1526525,1527172,649,-1,putative ABC transporter membrane protein
CDS,none,GI:378699375,1527182,1528084,904,-1,putative ABC transporter periplasmic binding protein
CDS,none,GI:378699376,1528113,1528823,712,-1,putative ABC transporter membrane protein
CDS,none,GI:378699377,1529128,1529742,616,-1,hypothetical protein
CDS,dmsC,GI:378699378,1529785,1530642,859,-1,putative dimethyl sulfoxide reductase subunit
CDS,none,GI:378699379,1530644,1531261,619,-1,putative anaerobic dimethyl sulfoxide reductase
CDS,dmsA2,GI:378699380,1531272,1533707,2437,-1,putative dimethyl sulfoxide reductase subunit
CDS,dmsA1,GI:378699381,1533806,1536247,2443,-1,putative dimethyl sulfoxide reductase subunit
CDS,none,GI:378699382,1536401,1536709,310,-1,hypothetical protein
CDS,none,GI:378699383,1536804,1537523,721,1,hypothetical protein
CDS,speG,GI:378699384,1537564,1538124,562,-1,spermidine N1-acetyltransferase
CDS,none,GI:378699385,1538160,1538501,343,-1,hypothetical protein
CDS,none,GI:378699386,1538654,1538980,328,1,hypothetical protein
CDS,rspA,GI:378699387,1539102,1540316,1216,1,starvation sensing protein RspA
CDS,rspB,GI:378699388,1540327,1541346,1021,1,starvation sensing protein RspB
CDS,none,GI:378699389,1542923,1544389,1468,1,putative D-mannonate oxidoreductase
CDS,none,GI:378699390,1544456,1544659,205,-1,hypothetical protein
CDS,none,GI:378699391,1544840,1545526,688,-1,putative regulatory protein
CDS,none,GI:378699392,1545656,1546402,748,-1,putative oxidoreductase
CDS,dcp,GI:378699393,1546541,1548583,2044,1,dipeptidyl carboxypeptidase II
CDS,none,GI:378699394,1548928,1549110,184,1,hypothetical protein
CDS,none,GI:378699395,1549230,1549757,529,-1,hypothetical protein
CDS,none,GI:378699396,1550184,1550576,394,1,hypothetical protein
CDS,none,GI:378699397,1551267,1552454,1189,-1,hypothetical protein
CDS,none,GI:378699398,1552682,1553584,904,1,hypothetical protein
CDS,marB,GI:378699399,1553703,1553918,217,-1,multiple antibiotic resistance protein MarB
CDS,marA,GI:378699400,1553947,1554336,391,-1,multiple antibiotic resistance protein MarA
CDS,marR,GI:378699401,1554350,1554784,436,-1,multiple antibiotic resistance protein MarR
CDS,none,GI:378699402,1555043,1555708,667,1,hypothetical protein
CDS,sotB,GI:378699403,1555755,1556945,1192,-1,sugar efflux transporter
CDS,none,GI:378699404,1557061,1557933,874,-1,putative regulatory protein
CDS,none,GI:378699405,1558036,1559424,1390,1,putative oxidoreductase
CDS,none,GI:378699406,1559497,1560423,928,1,glutaminase
CDS,none,GI:378699407,1560423,1560782,361,1,hypothetical protein
CDS,none,GI:378699408,1561006,1561953,949,1,hypothetical protein
CDS,none,GI:378699409,1562009,1562551,544,-1,hypothetical protein
CDS,none,GI:378699410,1563370,1564386,1018,1,outer membrane protein
CDS,hypA,GI:378699411,1564527,1564868,343,-1,hydrogenase nickel incorporation protein (HypA)
CDS,none,GI:378699412,1564881,1565768,889,-1,putative ATP/GTP-binding protein
CDS,hyaF2,GI:378699413,1565756,1566817,1063,-1,hydrogenase-1 operon protein HyaF2
CDS,hyaE2,GI:378699414,1566835,1567245,412,-1,hydrogenase-1 operon protein HyaE2
CDS,none,GI:378699415,1567242,1567541,301,-1,hydrogenase isoenzymes formation protein
CDS,hyaD2,GI:378699416,1567541,1568149,610,-1,hydrogenase 1 maturation protease
CDS,hyaC2,GI:378699417,1568155,1568898,745,-1,Ni/Fe-hydrogenase 1 b-type cytochrome subunit HyaC2
CDS,hyaB2,GI:378699418,1568849,1570651,1804,-1,uptake hydrogenase-1 large subunit
CDS,hyaA2,GI:378699419,1570654,1571757,1105,-1,uptake hydrogenase small subunit
CDS,none,GI:378699420,1572186,1573277,1093,1,putative secreted hydrolase
CDS,none,GI:378699421,1573323,1574114,793,1,putative regulatory protein
CDS,none,GI:378699422,1574173,1575198,1027,-1,putative alcohol dehydrogenase
CDS,none,GI:378699423,1575173,1576459,1288,-1,membrane transport protein
CDS,pqaA,GI:378699424,1576636,1578192,1558,-1,PhoPQ-activated protein
CDS,none,GI:378699425,1578262,1579503,1243,-1,putative multidrug efflux protein
CDS,none,GI:378699426,1579493,1581001,1510,-1,putative monooxygenase
CDS,none,GI:378699427,1581046,1581534,490,1,putative regulatory protein
CDS,none,GI:378699428,1581727,1582806,1081,1,putative isomerase
CDS,none,GI:378699429,1582858,1583247,391,-1,hypothetical protein
CDS,none,GI:378699430,1583418,1583702,286,-1,plasmid stability protein
CDS,none,GI:378699431,1583692,1583940,250,-1,plasmid stability protein
CDS,none,GI:378699432,1584297,1584629,334,1,hypothetical protein
CDS,none,GI:378699433,1584772,1585680,910,1,hypothetical protein
CDS,none,GI:378699434,1587258,1588724,1468,-1,hypothetical protein
CDS,none,GI:378699435,1588983,1589990,1009,1,putative LacI family transcriptional regulator
CDS,none,GI:378699436,1590134,1591585,1453,1,putative Na+/H+ antiporter
CDS,none,GI:378699437,1591598,1592800,1204,1,putative aminotransferase
CDS,glgX,GI:378699438,1592913,1594988,2077,-1,glycogen debranching protein
CDS,none,GI:378699439,1595045,1597573,2530,-1,putative hydrolase
CDS,none,GI:378699440,1597570,1599354,1786,-1,putative hydrolase
CDS,none,GI:378699441,1599483,1600268,787,-1,hypothetical protein
CDS,none,GI:378699442,1600411,1600740,331,-1,hypothetical protein
CDS,osmC,GI:378699443,1601090,1601521,433,-1,osmotically inducible protein C
CDS,none,GI:378699444,1602034,1602249,217,1,hypothetical protein
CDS,rpsV,GI:378699445,1602344,1602487,145,1,30S ribosomal protein S22
CDS,sfcA,GI:378699446,1602664,1604361,1699,1,NAD-linked malic enzyme; malate oxidoreductase
CDS,adhP,GI:378699447,1604728,1605657,931,1,alcohol dehydrogenase
CDS,fdnI,GI:378699448,1605748,1606389,643,-1,"formate dehydrogenase, nitrate-inducible, cytochrome b556(fdn) subunit (formate dehydrogenase-n gamma subunit) (fdh-n gamma subunit) (anaerobic formate dehydrogenase cytochrome b556 subunit)"
CDS,fdnH,GI:378699449,1606397,1607281,886,-1,"formate dehydrogenase, nitrate-inducible, iron-sulfur subunit (formate dehydrogenase-n beta subunit) (fdh-n beta subunit) (anaerobic formate dehydrogenase iron-sulfur subunit)"
CDS,none,GI:378699451,1610677,1611501,826,1,hypothetical protein
CDS,ompD,GI:378699452,1611987,1613114,1129,1,outer membrane protein
CDS,none,GI:378699453,1613198,1613638,442,1,hypothetical protein
CDS,smvA,GI:378699454,1613663,1615150,1489,-1,methyl viologen resistance protein SmvA
CDS,none,GI:378699455,1615267,1615845,580,1,putative regulatory protein
CDS,narU,GI:378699456,1616060,1617448,1390,1,nitrite extrusion protein
CDS,narZ,GI:378699457,1617540,1621280,3742,1,respiratory nitrate reductase 2 alpha chain
CDS,narY,GI:378699458,1621277,1622821,1546,1,respiratory nitrate reductase 2 subunit beta
CDS,narW,GI:378699459,1622821,1623516,697,1,respiratory nitrate reductase 2 subunit delta
CDS,narV,GI:378699460,1623513,1624193,682,1,respiratory nitrate reductase 2 gamma chain
CDS,none,GI:378699461,1624299,1625192,895,1,hypothetical protein
CDS,none,GI:378699462,1625228,1626073,847,-1,N-hydroxyarylamine O-acetyltransferase
CDS,none,GI:378699463,1626357,1626989,634,-1,hypothetical protein
CDS,ansP,GI:378699464,1627502,1628995,1495,1,L-asparagine permease
CDS,none,GI:378699465,1629072,1629293,223,-1,putative lipoprotein
CDS,none,GI:378699466,1629438,1630499,1063,-1,ATP-binding protein
CDS,none,GI:378699467,1630763,1632883,2122,1,TonB-dependent receptor YncD
CDS,none,GI:378699468,1632950,1633615,667,-1,putative regulatory protein
CDS,none,GI:378699469,1633949,1635019,1072,-1,putative NADP-dependent oxidoreductase
CDS,none,GI:378699470,1635198,1635713,517,1,putative acetyltransferase
CDS,none,GI:378699471,1635713,1636162,451,1,hypothetical protein
CDS,none,GI:378699472,1636167,1636400,235,-1,hypothetical protein
CDS,srfA,GI:378699473,1636624,1637943,1321,1,putative virulence effector protein
CDS,srfB,GI:378699474,1637948,1640929,2983,1,putative virulence effector protein
CDS,srfC,GI:378699475,1640926,1643070,2146,1,putative virulence effector protein
CDS,none,GI:378699476,1643115,1643378,265,-1,putative inner membrane protein
CDS,none,GI:378699477,1643687,1645132,1447,-1,putative aldehyde dehydrogenase
CDS,none,GI:378699478,1645247,1646671,1426,-1,putative regulatory protein
CDS,pcgL,GI:378699479,1646807,1647577,772,-1,D-alanyl-D-alanine dipeptidase
CDS,none,GI:378699480,1647836,1648066,232,-1,hypothetical protein
CDS,ugtL,GI:378699481,1648099,1648497,400,-1,hypothetical protein
CDS,sifB,GI:378699482,1649034,1649984,952,1,putative virulence effector protein
CDS,none,GI:378699483,1650258,1650488,232,1,hypothetical protein
CDS,none,GI:378699484,1650489,1652453,1966,-1,putative peptidase
CDS,none,GI:378699485,1652532,1653068,538,-1,putative DNA-binding protein
CDS,none,GI:378699486,1653159,1654337,1180,1,putative benzoate membrane transport protein
CDS,none,GI:378699487,1654391,1655059,670,-1,putative lipoprotein
CDS,tehB,GI:378699488,1655215,1655811,598,-1,tellurite resistance protein TehB
CDS,tehA,GI:378699489,1655798,1656811,1015,-1,tellurite resistance protein TehA
CDS,none,GI:378699490,1656918,1657898,982,1,putative transferase
CDS,rimL,GI:378699491,1657895,1658434,541,-1,ribosomal-protein-serine acetyltransferase
CDS,none,GI:378699492,1658651,1659769,1120,1,hypothetical protein
CDS,none,GI:378699493,1659766,1660047,283,1,putative phosphotransferase enzyme
CDS,none,GI:378699494,1660058,1661371,1315,1,putative phosphotransferase enzyme
CDS,none,GI:378699495,1661385,1662191,808,1,hypothetical protein
CDS,none,GI:378699496,1662323,1662760,439,1,putative phosphotransferase enzyme
CDS,none,GI:378699497,1662772,1663404,634,1,putative ribulose-5-phosphate 3-epimerase
CDS,none,GI:378699498,1663420,1664211,793,1,putative regulatory protein
CDS,aac,GI:378699499,1664211,1664648,439,1,aminoglycoside 6'-N-acetyltransferase
CDS,none,GI:378699500,1664695,1665897,1204,-1,putative L-lactate oxidase
CDS,none,GI:378699501,1665909,1666484,577,-1,hypothetical protein
CDS,mdoD,GI:378699502,1666680,1668335,1657,-1,Glucans biosynthesis protein D
CDS,none,GI:378699503,1668555,1670063,1510,-1,putative esterase
CDS,none,GI:378699504,1670112,1671455,1345,-1,hypothetical protein
CDS,none,GI:378699505,1671748,1672671,925,1,putative LysR family transcriptional regulatory protein
CDS,trg,GI:378699506,1672732,1674357,1627,-1,methyl-accepting chemotaxis protein III (mcp-iii) (ribose and galactose chemoreceptor protein)
CDS,adhC,GI:378699507,1674526,1675644,1120,-1,alcohol dehydrogenase class III
CDS,none,GI:378699508,1675676,1675951,277,-1,hypothetical protein
CDS,none,GI:378699509,1676474,1676875,403,1,hypothetical protein
CDS,none,GI:378699510,1677004,1677720,718,-1,hypothetical protein
CDS,sseJ,GI:378699511,1678146,1679372,1228,1,translocated effector protein (SseJ)
CDS,none,GI:378699512,1679493,1679837,346,-1,hypothetical protein
CDS,none,GI:378699513,1680744,1681505,763,1,putative periplasmic amino acid-binding protein
CDS,none,GI:378699514,1681512,1682159,649,1,putative ABC amino acid transporter permease
CDS,none,GI:378699515,1682184,1682915,733,1,ABC transporter ATP-binding protein
CDS,none,GI:378699516,1682912,1683592,682,1,putative amino acid ABC transporter
