id,gene,gene_function,sub_class,class,source_organism,1st_blast_match,1st_blast_cov,2nd_blast_match,2nd_blast_cov,3rd_blast_match,3rd_blast_cov
MUbio-g0784_fetB,fetB,Biocide and metal ABC efflux pumps,Biocide and metal resistance,Multi-compound,Escherichia coli,MUbio-g0785_frnE,95,NA,NA,NA,NA
MUbio-g0785_frnE,frnE,Biocide and metal resistance protein,Biocide and metal resistance,Multi-compound,Escherichia coli,MUbio-g0784_fetB,100,NA,NA,NA,NA
MUbio-g0786_glpF,glpF,Biocide and metal resistance protein,Biocide and metal resistance,Multi-compound,Escherichia coli,MUbio-g0787_glpF,100,NA,NA,NA,NA
MUbio-g0787_glpF,glpF,Biocide and metal resistance protein,Biocide and metal resistance,Multi-compound,Escherichia coli,MUbio-g0786_glpF,35,NA,NA,NA,NA
MUbio-g0788_glpF,glpF,Biocide and metal resistance protein,Biocide and metal resistance,Multi-compound,Deinococcus radiodurans,NA,NA,NA,NA,NA,NA
MUbio-g0789_hmrR,hmrR,Biocide and metal resistance regulator,Biocide and metal resistance,Multi-compound,Escherichia coli HB101,NA,NA,NA,NA,NA,NA
MUbio-g0790_hmrR,hmrR,Biocide and metal resistance regulator,Biocide and metal resistance,Multi-compound,Shigella sonnei,NA,NA,NA,NA,NA,NA
MUbio-g0791_ideR,ideR,Biocide and metal resistance protein,Biocide and metal resistance,Multi-compound,Escherichia coli K-12,MUbio-g0792_oscA,100,NA,NA,NA,NA
MUbio-g0792_oscA,oscA,Biocide and metal resistance protein,Biocide and metal resistance,Multi-compound,Rhizobium leguminosarum bv. viciae,MUbio-g0791_ideR,100,NA,NA,NA,NA
MUbio-g0793_ruvB,ruvB,Biocide and metal resistance protein,Biocide and metal resistance,Multi-compound,Sinorhizobium medicae WSM419,MUbio-g0794_ruvB,90,NA,NA,NA,NA
MUbio-g0794_ruvB,ruvB,Biocide and metal resistance protein,Biocide and metal resistance,Multi-compound,Mycobacterium tuberculosis,MUbio-g0793_ruvB,100,NA,NA,NA,NA
MUbio-g0795_ruvB,ruvB,Biocide and metal resistance protein,Biocide and metal resistance,Multi-compound,Pseudomonas rhizophila,MUbio-g0796_sitA,100,NA,NA,NA,NA
MUbio-g0796_sitA,sitA,Biocide and metal ABC efflux pumps,Biocide and metal resistance,Multi-compound,Pseudomonas aeruginosa,MUbio-g0795_ruvB,100,NA,NA,NA,NA
MUbio-g0797_sitA,sitA,Biocide and metal ABC efflux pumps,Biocide and metal resistance,Multi-compound,Pseudomonas aeruginosa PAO1,NA,NA,NA,NA,NA,NA
MUbio-g0798_sitABCD,sitABCD,Biocide and metal ABC efflux pumps,Biocide and metal resistance,Multi-compound,Salmonella enterica subsp. enterica serovar Typhi,NA,NA,NA,NA,NA,NA
MUbio-g0799_sitB,sitB,Biocide and metal ABC efflux pumps,Biocide and metal resistance,Multi-compound,Escherichia coli,NA,NA,NA,NA,NA,NA
MUbio-g0800_sitC,sitC,Biocide and metal ABC efflux pumps,Biocide and metal resistance,Multi-compound,Salmonella enterica subsp. enterica serovar Goldcoast,NA,NA,NA,NA,NA,NA
MUbio-g0801_sitD,sitD,Biocide and metal ABC efflux pumps,Biocide and metal resistance,Multi-compound,Escherichia coli,NA,NA,NA,NA,NA,NA
MUbio-g0802_sitD,sitD,Biocide and metal ABC efflux pumps,Biocide and metal resistance,Multi-compound,Salmonella enterica,NA,NA,NA,NA,NA,NA
MUbio-g0803_sitD,sitD,Biocide and metal ABC efflux pumps,Biocide and metal resistance,Multi-compound,Escherichia coli O55:H7,MUbio-g0804_tehA,100,Mcopp-g0399_crdA,79.389,NA,NA
MUbio-g0804_tehA,tehA,Biocide and metal resistance protein,Biocide and metal resistance,Multi-compound,Salmonella enterica,MUbio-g0803_sitD,100,Mcopp-g0399_crdA,79.407,NA,NA
MUbio-g0805_tehB,tehB,Biocide and metal resistance protein,Biocide and metal resistance,Multi-compound,Escherichia coli,NA,NA,NA,NA,NA,NA
MUbio-g0806_ychH,ychH,Biocide and metal resistance protein,Biocide and metal resistance,Multi-compound,Salmonella enterica subsp. enterica serovar Goldcoast,MUbio-g0807_yhcN,6,NA,NA,NA,NA
MUbio-g0807_yhcN,yhcN,Biocide and metal resistance protein,Biocide and metal resistance,Multi-compound,Escherichia coli,MUbio-g0808_yhcN,97,MUbio-g0806_ychH,100,NA,NA
MUbio-g0808_yhcN,yhcN,Biocide and metal resistance protein,Biocide and metal resistance,Multi-compound,Escherichia coli,MUbio-g0807_yhcN,100,NA,NA,NA,NA
MUbio-g0809_yieF,yieF,Biocide and metal resistance protein,Biocide and metal resistance,Multi-compound,Shigella sonnei,NA,NA,NA,NA,NA,NA
MUbio-g0810_yjaA,yjaA,Biocide and metal resistance protein,Biocide and metal resistance,Multi-compound,Escherichia coli,MUbio-g0811_yodB,100,MUbio-g0812_zupT,99.291,NA,NA
MUbio-g0811_yodB,yodB,Biocide and metal resistance protein,Biocide and metal resistance,Multi-compound,Escherichia coli,MUbio-g0812_zupT,100,MUbio-g0810_yjaA,99.409,NA,NA
MUbio-g0812_zupT,zupT,Biocide and metal resistance protein,Biocide and metal resistance,Multi-compound,Escherichia coli,MUbio-g0811_yodB,100,MUbio-g0810_yjaA,99.291,NA,NA
MUbio-g0813_zupT,zupT,Biocide and metal resistance protein,Biocide and metal resistance,Multi-compound,Escherichia coli,NA,NA,NA,NA,NA,NA
MUcad-g0814_ygiW,ygiW,Biocide and metal resistance protein,"Cadmium (Cd), Tributyltin (TBT) [class: Organo-tin], Hydrogen Peroxide (H2O2) [class: Peroxides]",Multi-compound,Shigella sonnei,NA,NA,NA,NA,NA,NA
MUcad-g0815_ygiW,ygiW,Biocide and metal resistance protein,"Cadmium (Cd), Tributyltin (TBT) [class: Organo-tin], Hydrogen Peroxide (H2O2) [class: Peroxides]",Multi-compound,Escherichia coli,NA,NA,NA,NA,NA,NA
MUcad-g0816_ygiW,ygiW,Biocide and metal resistance protein,"Cadmium (Cd), Tributyltin (TBT) [class: Organo-tin], Hydrogen Peroxide (H2O2) [class: Peroxides]",Multi-compound,Escherichia coli,NA,NA,NA,NA,NA,NA
MUdru-g0817_acrD,acrD,Drug and biocide and metal RND efflux pumps,Drug and biocide and metal resistance,Multi-compound,Pseudomonas aeruginosa,MUdru-g0818_acrD,100,NA,NA,NA,NA
MUdru-g0818_acrD,acrD,Drug and biocide and metal RND efflux pumps,Drug and biocide and metal resistance,Multi-compound,Escherichia coli,MUdru-g0817_acrD,100,NA,NA,NA,NA
MUdru-g0819_acrD,acrD,Drug and biocide and metal RND efflux pumps,Drug and biocide and metal resistance,Multi-compound,Shewanella oneidensis MR-1,NA,NA,NA,NA,NA,NA
MUdru-g0820_acrD,acrD,Drug and biocide and metal RND efflux pumps,Drug and biocide and metal resistance,Multi-compound,Salmonella enterica subsp. enterica serovar Typhimurium,MUdru-g0822_baeR,100,NA,NA,NA,NA
MUdru-g0821_baeR,baeR,Drug and biocide and metal RND efflux regulator,Drug and biocide and metal resistance,Multi-compound,Escherichia coli,MUdru-g0823_cmeA,100,NA,NA,NA,NA
MUdru-g0822_baeR,baeR,Drug and biocide and metal RND efflux regulator,Drug and biocide and metal resistance,Multi-compound,Escherichia coli,MUdru-g0820_acrD,100,NA,NA,NA,NA
MUdru-g0823_cmeA,cmeA,Drug and biocide and metal RND efflux pumps,Drug and biocide and metal resistance,Multi-compound,Escherichia coli,MUdru-g0821_baeR,26,Mzinc-g0752_znuC,99.767,MUdru-g0827_cmeC,99.65
MUdru-g0824_cmeA,cmeA,Drug and biocide and metal RND efflux pumps,Drug and biocide and metal resistance,Multi-compound,Salmonella enterica,Mzinc-g0749_znuA,100,Mzinc-g0750_znuB,75.382,MUdru-g0823_cmeA,75.466
MUdru-g0825_cmeB,cmeB,Drug and biocide and metal RND efflux pumps,Drug and biocide and metal resistance,Multi-compound,Escherichia coli,NA,NA,NA,NA,NA,NA
MUdru-g0826_cmeB,cmeB,Drug and biocide and metal RND efflux pumps,Drug and biocide and metal resistance,Multi-compound,Campylobacter jejuni subsp. jejuni,MUdru-g0828_cmeC,100,NA,NA,NA,NA
MUdru-g0827_cmeC,cmeC,Drug and biocide and metal RND efflux pumps,Drug and biocide and metal resistance,Multi-compound,Campylobacter jejuni subsp. doylei,MUdru-g0823_cmeA,100,NA,NA,NA,NA
MUdru-g0828_cmeC,cmeC,Drug and biocide and metal RND efflux pumps,Drug and biocide and metal resistance,Multi-compound,Campylobacter jejuni,MUdru-g0826_cmeB,100,NA,NA,NA,NA
MUdru-g0829_cmeD,cmeD,Drug and biocide and metal RND efflux pumps,Drug and biocide and metal resistance,Multi-compound,Campylobacter jejuni subsp. doylei,NA,NA,NA,NA,NA,NA
MUdru-g0830_cmeE,cmeE,Drug and biocide and metal RND efflux pumps,Drug and biocide and metal resistance,Multi-compound,Campylobacter jejuni subsp. jejuni 81-176,NA,NA,NA,NA,NA,NA
MUdru-g0831_cmeF,cmeF,Drug and biocide and metal RND efflux pumps,Drug and biocide and metal resistance,Multi-compound,Campylobacter jejuni subsp. jejuni,NA,NA,NA,NA,NA,NA
MUdru-g0832_cmeR,cmeR,Drug and biocide and metal RND efflux regulator,Drug and biocide and metal resistance,Multi-compound,Campylobacter jejuni,MUdru-g0833_cmeR,84,NA,NA,NA,NA
MUdru-g0833_cmeR,cmeR,Drug and biocide and metal RND efflux regulator,Drug and biocide and metal resistance,Multi-compound,Campylobacter jejuni,MUdru-g0832_cmeR,100,NA,NA,NA,NA
MUdru-g0834_gesC,gesC,Drug and biocide and metal RND efflux pumps,Drug and biocide and metal resistance,Multi-compound,Campylobacter jejuni,NA,NA,NA,NA,NA,NA
MUdru-g0835_mdrL,mdrL,Drug and biocide and metal MFS efflux pumps,Drug and biocide and metal resistance,Multi-compound,Campylobacter jejuni,NA,NA,NA,NA,NA,NA
MUdru-g0836_mdrL,mdrL,Drug and biocide and metal MFS efflux pumps,Drug and biocide and metal resistance,Multi-compound,Campylobacter jejuni,NA,NA,NA,NA,NA,NA
MUdru-g0837_mdrL,mdrL,Drug and biocide and metal MFS efflux pumps,Drug and biocide and metal resistance,Multi-compound,Salmonella enterica,MUdru-g0838_mdtA,97,NA,NA,NA,NA
MUdru-g0838_mdtA,mdtA,Drug and biocide and metal RND efflux pumps,Drug and biocide and metal resistance,Multi-compound,Listeria monocytogenes EGD-e,MUdru-g0837_mdrL,100,NA,NA,NA,NA
MUdru-g0839_mdtA,mdtA,Drug and biocide and metal RND efflux pumps,Drug and biocide and metal resistance,Multi-compound,Listeria monocytogenes,NA,NA,NA,NA,NA,NA
MUdru-g0840_mdtA,mdtA,Drug and biocide and metal RND efflux pumps,Drug and biocide and metal resistance,Multi-compound,Listeria monocytogenes,NA,NA,NA,NA,NA,NA
MUdru-g0841_mdtB,mdtB,Drug and biocide and metal RND efflux pumps,Drug and biocide and metal resistance,Multi-compound,Salmonella enterica,NA,NA,NA,NA,NA,NA
MUdru-g0842_mdtB,mdtB,Drug and biocide and metal RND efflux pumps,Drug and biocide and metal resistance,Multi-compound,Streptococcus parasuis,MUdru-g0845_robA,100,MUdru-g0844_mdtC,81.751,MUdru-g0843_mdtC,81.428
MUdru-g0843_mdtC,mdtC,Drug and biocide and metal RND efflux pumps,Drug and biocide and metal resistance,Multi-compound,Escherichia coli,MUdru-g0845_robA,100,MUdru-g0844_mdtC,99.487,MUdru-g0842_mdtB,81.428
MUdru-g0844_mdtC,mdtC,Drug and biocide and metal RND efflux pumps,Drug and biocide and metal resistance,Multi-compound,Escherichia coli,MUdru-g0845_robA,100,MUdru-g0843_mdtC,99.487,MUdru-g0842_mdtB,81.751
MUdru-g0845_robA,robA,Drug and biocide and metal RND efflux pumps,Drug and biocide and metal resistance,Multi-compound,Salmonella enterica,MUdru-g0844_mdtC,100,MUdru-g0843_mdtC,99.519,MUdru-g0842_mdtB,81.783
MUdru-g0846_soxS,soxS,Drug and biocide and metal resistance regulator,Drug and biocide and metal resistance,Multi-compound,Escherichia coli,NA,NA,NA,NA,NA,NA
MUdru-g0847_soxS,soxS,Drug and biocide and metal resistance regulator,Drug and biocide and metal resistance,Multi-compound,Salmonella enterica,NA,NA,NA,NA,NA,NA
MUdru-g0848_ykkC,ykkC,Drug and biocide and metal SMR efflux pump,Drug and biocide and metal resistance,Multi-compound,Escherichia coli,MUdru-g0849_ykkC,100,NA,NA,NA,NA
MUdru-g0849_ykkC,ykkC,Drug and biocide and metal SMR efflux pump,Drug and biocide and metal resistance,Multi-compound,Escherichia coli,MUdru-g0848_ykkC,100,NA,NA,NA,NA
MUdru-g0850_abeM,abeM,Drug and biocide MATE efflux pumps,Drug and biocide resistance,Multi-compound,Salmonella enterica,MUdru-g0851_abeM,100,NA,NA,NA,NA
MUdru-g0851_abeM,abeM,Drug and biocide MATE efflux pumps,Drug and biocide resistance,Multi-compound,Bacillus subtilis subsp. subtilis str. 168,MUdru-g0850_abeM,100,NA,NA,NA,NA
MUdru-g0852_abeS,abeS,Drug and biocide SMR efflux pumps,Drug and biocide resistance,Multi-compound,Bacillus subtilis subsp. subtilis str. 168,MUdru-g0853_abeS,100,NA,NA,NA,NA
MUdru-g0853_abeS,abeS,Drug and biocide SMR efflux pumps,Drug and biocide resistance,Multi-compound,Acinetobacter baumannii,MUdru-g0852_abeS,100,NA,NA,NA,NA
MUdru-g0854_abeS,abeS,Drug and biocide SMR efflux pumps,Drug and biocide resistance,Multi-compound,Acinetobacter baumannii,NA,NA,NA,NA,NA,NA
MUdru-g0855_abeS,abeS,Drug and biocide SMR efflux pumps,Drug and biocide resistance,Multi-compound,Acinetobacter baumannii,NA,NA,NA,NA,NA,NA
MUdru-g0856_abeS,abeS,Drug and biocide SMR efflux pumps,Drug and biocide resistance,Multi-compound,Acinetobacter baumannii,MUdru-g0857_abeS,100,NA,NA,NA,NA
MUdru-g0857_abeS,abeS,Drug and biocide SMR efflux pumps,Drug and biocide resistance,Multi-compound,Acinetobacter baumannii,MUdru-g0856_abeS,100,NA,NA,NA,NA
MUdru-g0858_acrA,acrA,Drug and biocide RND efflux pumps,Drug and biocide resistance,Multi-compound,Acinetobacter baumannii,NA,NA,NA,NA,NA,NA
MUdru-g0859_acrA,acrA,Drug and biocide RND efflux pumps,Drug and biocide resistance,Multi-compound,Acinetobacter baumannii,MUdru-g0861_acrB,100,MUdru-g0860_acrB,99.581,NA,NA
MUdru-g0860_acrB,acrB,Drug and biocide RND efflux pumps,Drug and biocide resistance,Multi-compound,Acinetobacter baumannii,MUdru-g0859_acrA,100,MUdru-g0861_acrB,99.497,NA,NA
MUdru-g0861_acrB,acrB,Drug and biocide RND efflux pumps,Drug and biocide resistance,Multi-compound,Escherichia coli,MUdru-g0859_acrA,100,MUdru-g0860_acrB,99.497,NA,NA
MUdru-g0862_acrB,acrB,Drug and biocide RND efflux pumps,Drug and biocide resistance,Multi-compound,Klebsiella pneumoniae,NA,NA,NA,NA,NA,NA
MUdru-g0863_acrC,acrC,Drug and biocide RND efflux pumps,Drug and biocide resistance,Multi-compound,Escherichia coli,NA,NA,NA,NA,NA,NA
MUdru-g0864_acrE,acrE,Drug and biocide RND efflux pumps,Drug and biocide resistance,Multi-compound,Enterobacter cloacae,NA,NA,NA,NA,NA,NA
MUdru-g0865_acrF,acrF,Drug and biocide RND efflux pumps,Drug and biocide resistance,Multi-compound,Salmonella enterica subsp. enterica serovar Paratyphi A str. ATCC 9150,NA,NA,NA,NA,NA,NA
MUdru-g0866_acrR,acrR,Drug and biocide RND efflux regulator,Drug and biocide resistance,Multi-compound,Cupriavidus metallidurans,NA,NA,NA,NA,NA,NA
MUdru-g0867_acrR,acrR,Drug and biocide RND efflux regulator,Drug and biocide resistance,Multi-compound,Escherichia coli,MUdru-g0868_acrR,99,NA,NA,NA,NA
MUdru-g0868_acrR,acrR,Drug and biocide RND efflux regulator,Drug and biocide resistance,Multi-compound,Escherichia coli,MUdru-g0867_acrR,99,NA,NA,NA,NA
MUdru-g0869_acrR,acrR,Drug and biocide RND efflux regulator,Drug and biocide resistance,Multi-compound,Escherichia coli,NA,NA,NA,NA,NA,NA
MUdru-g0870_acrR,acrR,Drug and biocide RND efflux regulator,Drug and biocide resistance,Multi-compound,Listeria monocytogenes,NA,NA,NA,NA,NA,NA
MUdru-g0871_acrS,acrS,Drug and biocide RND efflux regulator,Drug and biocide resistance,Multi-compound,Klebsiella aerogenes,NA,NA,NA,NA,NA,NA
MUdru-g0872_adeA,adeA,Drug and biocide RND efflux pumps,Drug and biocide resistance,Multi-compound,Klebsiella pneumoniae,NA,NA,NA,NA,NA,NA
MUdru-g0873_adeB,adeB,Drug and biocide RND efflux pumps,Drug and biocide resistance,Multi-compound,Klebsiella pneumoniae,NA,NA,NA,NA,NA,NA
MUdru-g0874_adeF,adeF,Drug and biocide RND efflux pumps,Drug and biocide resistance,Multi-compound,Escherichia coli,MUdru-g0875_adeF,100,NA,NA,NA,NA
MUdru-g0875_adeF,adeF,Drug and biocide RND efflux pumps,Drug and biocide resistance,Multi-compound,Acinetobacter baumannii,MUdru-g0874_adeF,100,NA,NA,NA,NA
MUdru-g0876_adeG,adeG,Drug and biocide RND efflux pumps,Drug and biocide resistance,Multi-compound,Acinetobacter baumannii,MUdru-g0881_adeI,100,MUdru-g0882_adeI,99.388,MUdru-g0880_adeI,98.471
MUdru-g0877_adeH,adeH,Drug and biocide RND efflux pumps,Drug and biocide resistance,Multi-compound,Acinetobacter baumannii,MUdru-g0880_adeI,100,MUdru-g0882_adeI,98.485,MUdru-g0879_adeI,98.182
MUdru-g0878_adeI,adeI,Drug and biocide RND efflux pumps,Drug and biocide resistance,Multi-compound,Acinetobacter baumannii,MUdru-g0880_adeI,100,MUdru-g0882_adeI,98.485,MUdru-g0879_adeI,98.182
MUdru-g0879_adeI,adeI,Drug and biocide RND efflux pumps,Drug and biocide resistance,Multi-compound,Acinetobacter baumannii,MUdru-g0882_adeI,100,MUdru-g0880_adeI,98.788,MUdru-g0881_adeI,98.485
MUdru-g0880_adeI,adeI,Drug and biocide RND efflux pumps,Drug and biocide resistance,Multi-compound,Acinetobacter baumannii,MUdru-g0877_adeH,100,MUdru-g0882_adeI,99.091,MUdru-g0879_adeI,98.788
MUdru-g0881_adeI,adeI,Drug and biocide RND efflux pumps,Drug and biocide resistance,Multi-compound,Acinetobacter baumannii,MUdru-g0876_adeG,99,MUdru-g0882_adeI,99.394,MUdru-g0880_adeI,98.485
MUdru-g0882_adeI,adeI,Drug and biocide RND efflux pumps,Drug and biocide resistance,Multi-compound,Acinetobacter baumannii,MUdru-g0881_adeI,100,MUdru-g0880_adeI,99.091,MUdru-g0879_adeI,99.091
MUdru-g0883_adeI,adeI,Drug and biocide RND efflux pumps,Drug and biocide resistance,Multi-compound,Acinetobacter baumannii,MUdru-g0884_adeJ,97,MUdru-g1110_vceR,74.045,NA,NA
MUdru-g0884_adeJ,adeJ,Drug and biocide RND efflux pumps,Drug and biocide resistance,Multi-compound,Acinetobacter baumannii,MUdru-g0886_adeK,100,MUdru-g0883_adeI,78.578,NA,NA
MUdru-g0885_adeK,adeK,Drug and biocide RND efflux pumps,Drug and biocide resistance,Multi-compound,Acinetobacter baumannii,MUdru-g0887_adeK,99,MUdru-g0890_adeK,73.684,Bmult-g0088_vmeE,74.033
MUdru-g0886_adeK,adeK,Drug and biocide RND efflux pumps,Drug and biocide resistance,Multi-compound,Acinetobacter baumannii,MUdru-g0884_adeJ,100,NA,NA,NA,NA
MUdru-g0887_adeK,adeK,Drug and biocide RND efflux pumps,Drug and biocide resistance,Multi-compound,Acinetobacter baumannii,MUdru-g0885_adeK,99,MUdru-g0890_adeK,73.423,MUdru-g1007_mexR,75.86
MUdru-g0888_adeK,adeK,Drug and biocide RND efflux pumps,Drug and biocide resistance,Multi-compound,Acinetobacter baumannii,NA,NA,NA,NA,NA,NA
MUdru-g0889_adeK,adeK,Drug and biocide RND efflux pumps,Drug and biocide resistance,Multi-compound,Acinetobacter baumannii,NA,NA,NA,NA,NA,NA
MUdru-g0890_adeK,adeK,Drug and biocide RND efflux pumps,Drug and biocide resistance,Multi-compound,Acinetobacter baumannii,MUdru-g0885_adeK,99,MUdru-g0887_adeK,73.414,NA,NA
MUdru-g0891_adeL,adeL,Drug and biocide RND efflux regulator,Drug and biocide resistance,Multi-compound,Acinetobacter baumannii,NA,NA,NA,NA,NA,NA
MUdru-g0892_adeL,adeL,Drug and biocide RND efflux regulator,Drug and biocide resistance,Multi-compound,Acinetobacter baumannii,NA,NA,NA,NA,NA,NA
MUdru-g0893_adeN,adeN,Drug and biocide RND efflux regulator,Drug and biocide resistance,Multi-compound,Acinetobacter baumannii,MUdru-g0894_adeN,96,MUdru-g0895_adeR,77.548,NA,NA
MUdru-g0894_adeN,adeN,Drug and biocide RND efflux regulator,Drug and biocide resistance,Multi-compound,Acinetobacter baumannii ATCC 17978,MUdru-g0895_adeR,100,MUdru-g0893_adeN,78.185,NA,NA
MUdru-g0895_adeR,adeR,Drug and biocide RND efflux regulator,Drug and biocide resistance,Multi-compound,Acinetobacter baumannii,MUdru-g0894_adeN,100,MUdru-g0893_adeN,77.548,NA,NA
MUdru-g0896_adeS,adeS,Drug and biocide RND efflux regulator,Drug and biocide resistance,Multi-compound,Acinetobacter baumannii,NA,NA,NA,NA,NA,NA
MUdru-g0897_adet1,adet1,Drug and biocide RND efflux pumps,Drug and biocide resistance,Multi-compound,Acinetobacter baumannii,NA,NA,NA,NA,NA,NA
MUdru-g0898_adet2,adet2,Drug and biocide RND efflux pumps,Drug and biocide resistance,Multi-compound,Acinetobacter baumannii,NA,NA,NA,NA,NA,NA
MUdru-g0899_amrA,amrA,Drug and biocide RND efflux pumps,Drug and biocide resistance,Multi-compound,Acinetobacter baumannii,MUdru-g0900_amrB,100,MUdru-g1012_mexY,97.625,NA,NA
MUdru-g0900_amrB,amrB,Drug and biocide RND efflux pumps,Drug and biocide resistance,Multi-compound,Acinetobacter baumannii ATCC 17978,MUdru-g0899_amrA,100,MUdru-g1012_mexY,97.625,NA,NA
MUdru-g0901_armR,armR,Drug and biocide RND efflux pumps,Drug and biocide resistance,Multi-compound,Acinetobacter baumannii ATCC 17978,NA,NA,NA,NA,NA,NA
MUdru-g0902_axyY,axyY,Drug and biocide RND efflux pumps,Drug and biocide resistance,Multi-compound,Burkholderia pseudomallei,NA,NA,NA,NA,NA,NA
MUdru-g0903_axyY,axyY,Drug and biocide RND efflux pumps,Drug and biocide resistance,Multi-compound,Burkholderia pseudomallei,MUdru-g0905_bcr,100,MUdru-g0908_bcr1,99.68,MUdru-g0907_bcr,99.68
MUdru-g0904_axyZ,axyZ,Drug and biocide RND efflux pumps,Drug and biocide resistance,Multi-compound,Pseudomonas aeruginosa,MUdru-g0906_bcr,100,MUdru-g0908_bcr1,99.6,MUdru-g0907_bcr,99.6
MUdru-g0905_bcr,bcr,Drug and biocide MFS efflux pumps,Drug and biocide resistance,Multi-compound,Achromobacter xylosoxidans,MUdru-g0907_bcr,100,MUdru-g0903_axyY,99.76,MUdru-g0906_bcr,99.68
MUdru-g0906_bcr,bcr,Drug and biocide MFS efflux pumps,Drug and biocide resistance,Multi-compound,Achromobacter xylosoxidans,MUdru-g0904_axyZ,100,MUdru-g0908_bcr1,99.76,MUdru-g0907_bcr,99.76
MUdru-g0907_bcr,bcr,Drug and biocide MFS efflux pumps,Drug and biocide resistance,Multi-compound,Achromobacter xylosoxidans,MUdru-g0906_bcr,100,MUdru-g0905_bcr,99.76,MUdru-g0908_bcr1,99.68
MUdru-g0908_bcr1,bcr1,Drug and biocide MFS efflux pumps,Drug and biocide resistance,Multi-compound,Escherichia coli,MUdru-g0906_bcr,100,MUdru-g0907_bcr,99.68,MUdru-g0903_axyY,99.68
MUdru-g0909_bcrC,bcrC,Drug and biocide SMR efflux pumps,Drug and biocide resistance,Multi-compound,Escherichia coli,NA,NA,NA,NA,NA,NA
MUdru-g0910_bcrC,bcrC,Drug and biocide SMR efflux pumps,Drug and biocide resistance,Multi-compound,Escherichia coli,MUdru-g0914_bmR,100,MUdru-g0913_bmR,98.969,MUdru-g0911_blT,98.9
MUdru-g0911_blT,blT,Drug and biocide MFS efflux pumps,Drug and biocide resistance,Multi-compound,Pseudomonas aeruginosa,MUdru-g0913_bmR,100,MUdru-g0912_blT,98.9,MUdru-g0910_bcrC,98.9
MUdru-g0912_blT,blT,Drug and biocide MFS efflux pumps,Drug and biocide resistance,Multi-compound,Listeria monocytogenes,MUdru-g0913_bmR,100,MUdru-g0911_blT,98.9,MUdru-g0914_bmR,98.763
MUdru-g0913_bmR,bmR,Drug and biocide MFS efflux regulator,Drug and biocide resistance,Multi-compound,Listeria monocytogenes,MUdru-g0912_blT,100,MUdru-g0911_blT,98.969,MUdru-g0910_bcrC,98.969
MUdru-g0914_bmR,bmR,Drug and biocide MFS efflux regulator,Drug and biocide resistance,Multi-compound,Bacillus subtilis subsp. subtilis str. 168,MUdru-g0910_bcrC,100,MUdru-g0912_blT,98.763,MUdru-g0913_bmR,98.694
MUdru-g0915_cdeA,cdeA,Drug and biocide MATE efflux pumps,Drug and biocide resistance,Multi-compound,Bacillus subtilis subsp. subtilis str. 168,MUdru-g0916_cdeA,100,NA,NA,NA,NA
MUdru-g0916_cdeA,cdeA,Drug and biocide MATE efflux pumps,Drug and biocide resistance,Multi-compound,Bacillus subtilis subsp. subtilis str. 168,MUdru-g0915_cdeA,100,NA,NA,NA,NA
MUdru-g0917_ceoA,ceoA,Drug and biocide RND efflux pumps,Drug and biocide resistance,Multi-compound,Bacillus subtilis subsp. subtilis str. 168,MUdru-g0918_ceoB,100,NA,NA,NA,NA
MUdru-g0918_ceoB,ceoB,Drug and biocide RND efflux pumps,Drug and biocide resistance,Multi-compound,Clostridioides difficile,MUdru-g0917_ceoA,100,NA,NA,NA,NA
MUdru-g0919_cpxA-cpxR,cpxA-cpxR,Drug and biocide RND efflux regulator,Drug and biocide resistance,Multi-compound,Clostridioides difficile,NA,NA,NA,NA,NA,NA
MUdru-g0920_cpxA-cpxR,cpxA-cpxR,Drug and biocide RND efflux regulator,Drug and biocide resistance,Multi-compound,Burkholderia cepacia,NA,NA,NA,NA,NA,NA
MUdru-g0921_cpxA-cpxR,cpxA-cpxR,Drug and biocide RND efflux regulator,Drug and biocide resistance,Multi-compound,Burkholderia cepacia,NA,NA,NA,NA,NA,NA
MUdru-g0922_cpxA-cpxR,cpxA-cpxR,Drug and biocide RND efflux regulator,Drug and biocide resistance,Multi-compound,Klebsiella pneumoniae,NA,NA,NA,NA,NA,NA
MUdru-g0923_cpxA-cpxR,cpxA-cpxR,Drug and biocide RND efflux regulator,Drug and biocide resistance,Multi-compound,Klebsiella pneumoniae,NA,NA,NA,NA,NA,NA
MUdru-g0924_cpxA-cpxR,cpxA-cpxR,Drug and biocide RND efflux regulator,Drug and biocide resistance,Multi-compound,Pseudomonas aeruginosa,MUdru-g0926_cpxA-cpxR,98,MUdru-g1035_oqxA,76.055,MUdru-g1034_oqxA,75.814
MUdru-g0925_cpxA-cpxR,cpxA-cpxR,Drug and biocide RND efflux regulator,Drug and biocide resistance,Multi-compound,Shigella dysenteriae,NA,NA,NA,NA,NA,NA
MUdru-g0926_cpxA-cpxR,cpxA-cpxR,Drug and biocide RND efflux regulator,Drug and biocide resistance,Multi-compound,Escherichia coli O55:H7,MUdru-g1035_oqxA,97,MUdru-g1034_oqxA,78.907,MUdru-g0924_cpxA-cpxR,76.803
MUdru-g0927_crP,crP,Drug and biocide RND efflux regulator,Drug and biocide resistance,Multi-compound,Escherichia coli O55:H7,NA,NA,NA,NA,NA,NA
MUdru-g0928_efmA,efmA,Drug and biocide MFS efflux pumps,Drug and biocide resistance,Multi-compound,Escherichia coli,NA,NA,NA,NA,NA,NA
